Start,APnDP,RnW,A2,A3,Parity1,Stop,Park,Trn1,ACK,Trn2,WDATA,Parity2,Type,Details
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111,1,0b11111111111111111111111111111111,1,,
,,,,,,,,,,,,,Reset,50 consecutive high levels detected on SWDIO
